0.53,-0.14086,0.00426,,
0.531,-0.14614,0.00471,,
0.532,-0.15116,0.00489,,
0.533,-0.15577,0.00478,,
0.534,-0.15983,0.00439,,
0.535,-0.16318,0.00374,,
0.536,-0.1658,0.00287,,
0.537,-0.16773,0.00183,,
0.538,-0.16902,6.66E-04,,
0.539,-0.16982,-5.57E-04,,
0.54,-0.1702,-0.00178,,
0.541,-0.17039,-0.00294,,
0.542,-0.17057,-0.004,,
0.543,-0.17091,-0.00492,,
0.544,-0.17156,-0.00566,,
0.545,-0.17255,-0.00621,,
0.546,-0.174,-0.00654,,
0.547,-0.17591,-0.00666,,
0.548,-0.17824,-0.00658,,
0.549,-0.18093,-0.00631,,
0.55,-0.18374,-0.00587,,
0.551,-0.18659,-0.00529,,
0.552,-0.1893,-0.0046,,
0.553,-0.19173,-0.00385,,
0.554,-0.19374,-0.00308,,
0.555,-0.19517,-0.00233,,
0.556,-0.19598,-0.00165,,
0.557,-0.19619,-0.00108,,
0.558,-0.19583,-6.59E-04,,
0.559,-0.19499,-4.18E-04,,
0.56,-0.19379,-3.76E-04,,
0.561,-0.19243,-5.46E-04,,
0.562,-0.19109,-9.26E-04,,
0.563,-0.18997,-0.0015,,
0.564,-0.18924,-0.00224,,
0.565,-0.18904,-0.00309,,
0.566,-0.18948,-0.00401,,
0.567,-0.19063,-0.00494,,
0.568,-0.19245,-0.00582,,
0.569,-0.19484,-0.00658,,
0.57,-0.19767,-0.00717,,
0.571,-0.20076,-0.00755,,
0.572,-0.20388,-0.00769,,
0.573,-0.20678,-0.00757,,
0.574,-0.20919,-0.00719,,
0.575,-0.2109,-0.00658,,
0.576,-0.21171,-0.00576,,
0.577,-0.21151,-0.00479,,
0.578,-0.21021,-0.00373,,
0.579,-0.20781,-0.00263,,
0.58,-0.20441,-0.00157,,
0.581,-0.20018,-5.94E-04,,
0.582,-0.19533,2.32E-04,,
0.583,-0.19012,8.71E-04,,
0.584,-0.1848,0.00129,,
0.585,-0.17973,0.00149,,
0.586,-0.17519,0.00145,,
0.587,-0.17141,0.0012,,
0.588,-0.16858,7.71E-04,,
0.589,-0.16676,2.01E-04,,
0.59,-0.16606,-4.65E-04,,
0.591,-0.16644,-0.00117,,
0.592,-0.16775,-0.00186,,
0.593,-0.1698,-0.00249,,
0.594,-0.17228,-0.003,,
0.595,-0.17497,-0.00338,,
0.596,-0.17755,-0.00359,,
0.597,-0.17971,-0.00362,,
0.598,-0.18116,-0.00347,,
0.599,-0.18159,-0.00314,,
0.6,-0.18093,-0.00267,,
0.601,-0.17905,-0.0021,,
0.602,-0.17593,-0.00146,,
0.603,-0.17159,-7.95E-04,,
0.604,-0.1661,-1.42E-04,,
0.605,-0.15976,4.48E-04,,
0.606,-0.15278,9.42E-04,,
0.607,-0.14542,0.00132,,
0.608,-0.13793,0.00156,,
0.609,-0.13055,0.00168,,
0.61,-0.12365,0.00169,,
0.611,-0.11741,0.00161,,
0.612,-0.11198,0.00149,,
0.613,-0.10745,0.00136,,
0.614,-0.1038,0.00128,,
0.615,-0.10114,0.00128,,
0.616,-0.09935,0.0014,,
0.617,-0.09829,0.00168,,
0.618,-0.09777,0.00213,,
0.619,-0.09751,0.00272,,
0.62,-0.09745,0.00344,,
0.621,-0.09732,0.00425,,
0.622,-0.09691,0.00509,,
0.623,-0.09602,0.00589,,
0.624,-0.09441,0.0066,,
0.625,-0.09217,0.00714,,
0.626,-0.08916,0.00745,,
0.627,-0.08534,0.0075,,
0.628,-0.08074,0.00726,,
0.629,-0.07534,0.00674,,
